logo_id,name,band,station_id,is_image_available
GN85DWBF8RAWJSY,91.9 KRVM,FM,GN4AJ3DE0NQH2J4,1
GNCG6M5XYWS1WC9,91.9 KSDB Manhattan,FM,GN2751R29X3BGBC,1
GN3XW4QA0MN2SKR,91.9 KSOI FM,FM,GN4SD6A7031NASN,1
GN61D83VM6VMS7V,91.9 KUDU,FM,GNB6K7Q4NZCGBFT,1
GNBM3WJ3G4MT3TJ,91.9 KUHB,FM,GND0RXH25YM6R9Z,1
GN9FEFZ69T9J3C9,91.9 The Family,FM,GN98J20B4E6SDHH,1
GNEZ7A32GADNNQA,91.9 The Impact,FM,GNCMEJKCS7QK226,1
GN637HEJJXAKTS9,91 Country KCJB,AM,GNA47CEWP5Z9T1A,1
GN99F2NFSAFDJ0W,91 Gospel,FM,GN6RF3SXYWSAYJ0,1
GN0D583G896S2SZ,91x New Rock,FM,GN2J03HEP472X9R,1
GN73FS7SHW7NCWZ,920 The Answer,AM,GNFPY36YK9E13D9,1
GN8KAR7W2ETTDJG,92.1 Hits FM,FM,GNAJ08MZAF63D9J,1
GNE2MQGN5SXJ4XA,92.1 Party FM,FM,GNEJKEAHBJFC9NN,1
GN2B8WW9CJA0CNB,92.1 Radio Now,FM,GN5Q7F3FWWYQT3Y,1
GN6XK6ENGYP34TN,92.1 The Wolf,AM,GN4N3BYVZ6N5961,1
GN6XK6ENGYP34TN,92.1 The Wolf,FM,GN4N3BYVZ6N5961,1
GN3940GWA9EPZ43,92.1 The Wolf,FM,GN4F5JDKAVK210Y,1
GNBAPRR3HRQ8NSA,92.1 The Wolf,FM,GN9H6Y50JJXJDRZ,1
GN8PRJ9D2D8NM6T,92-3 GXL,FM,GNAQ3DBKJCKXGJV,1
GN8W6M0WW7TTYR6,92.3 The Eagle,FM,GNB5Y77XNPRESYC,1
GN6W0XS0H9FSVQ7,92.3 WCOL,FM,GN406YKBXESC72K,1
GN7K1YJND82DYSS,92-5 Crown FM,FM,GNB6Z419602PNMG,1
GN3JH2QV772956S,92.5 Fox News,FM,GN9PRYTH81M75JJ,1
GN8GTD1J7H3PZEB,92.5 KGB,FM,GN4TNAJFEHQ17M7,1
GN2CA6SB52XBE5R,92.5 KLAD,FM,GNBN9E60CZRBC0T,1
GNC7H6K50E54SKG,92.5 The Fox,FM,GN5QBW57E91D007,1
GN0JXHDVZ1KYQVY,92.5 The Grove,FM,GN4RKESFEAKWYNP,1
GN62VFXH3HCP37K,92.5 The Mountain,FM,GN5M6XQQTNR4QY6,1
GNDYJ97143HMZCV,92.5 WBEE,FM,GN2YS9A0SSSVXNX,0
GN760GNHMA8JPTY,92.7/96.9 WRRV,FM,GNFRRQQ6CMK99QF,1
GNCKMEVRMYNTCXJ,92.7 BrattFM,FM,GN5MGTS6JGY43P9,1
GNEPJ82TZESBQJ7,92.7 FM JAM Central,FM,GN3DR9KVGTRCEZ1,1
GNAWQ9ED409RXQP,92.7 FM The Planet,FM,GNF2GEBNJXTPQGE,1
GNCZ6VRWN7D0RPM,92.7 KOUR-LP,FM,GN44P0SG4K8J76A,1
GN8M5J9EJ3FN4SG,92.1 & 93.5 Wild West Country,FM,GN74M4M7TMN1K79,1
GNC3NGF6D29GXJC,92.1 & 93.5 Wild West Country,FM,GN4Q330M4HCMJZX,1
GN5TC846EXSWWT1,"92.1-99.3, The Pickle",FM,GN3YRKQCEZEEF61,1
GNC2KH56YMJYNHT,92.1 Bob FM,FM,GNBBF85ADBCAGHX,1
GN6VFSJ5GDT0SPW,92.1 CTQ,FM,GNAXXYTH3X4VM37,1
GN936ER0Q4CZKNY,92.1 KHOS Classic Country,FM,GN2QP2QA9RFXNCJ,1
GNADRVVA3896CNY,92.1 KKDV,FM,GN1YFN6KTZ3NP6P,1
GNCH60AXZCT8C83,92.1 The Axe,FM,GNCSS6VPT6J9GWZ,1
GN42JH20KV5ZMTX,92.1 The Beat,FM,GN140VS1JMGYFAW,1
GN4E9FVXRNNN1K9,92.1 The Beat,FM,GN2G6XECD6JGF0A,1
GN0G3EZC2CCW1F4,92.1 The Eagle,FM,GN27GV9ENJDTXSC,1
GN6XPR9ENWYKQ4W,92.1 The Fan,FM,GNF99GN3M07SD3C,1
GN1JZZ5KRXEJ0ZH,92.1 The Frog,FM,GN7B3NZ34CABX3H,1
GN8Y3EHGVHJBJ3D,92.1 The Possom,FM,GN7XTNBV3QE1GHM,1
GNBW65HFB6SHW25,92.1 The Wolf,FM,GN06JS86CVG0A1G,1
GNF118MH5FPV6G9,92.1 WLHR,FM,GN7XVYX7DDAAATK,1
GN2VKBG4PTZ74BG,92.1 WSQV,FM,GN52QP8C03PBF8F,1
GN18YB2DPFGQG2C,92.1 WTPA,FM,GN5KRP6EV90T7E5,1
GN7QYCGG30T3MQ6,92.3 & 96.7 The Beat,FM,GN2TGS8E7BYSN7D,1
GN6TRSZ1DA0MN2K,92.3 The Wolf,FM,GN7085434PTWB2G,1
GNFKRCJY0VTPR6S,92.3 Thunder Country,FM,GN2SR2Z7Z1275DN,1
GND963SH9G305QD,92.3 WNPC,FM,GN1AN6YBV50YD5Q,1
GND963SH9G305QD,92.3 WNPC,AM,GN1AN6YBV50YD5Q,1
GNB2A0R69CX16BP,92.5,AM,GN31G14B2410RHJ,1
GNB2A0R69CX16BP,92.5,FM,GN31G14B2410RHJ,1
GN8VVDCNWG0EAQB,92.1 The River,FM,GNE7SD17WDQT88W,1
GN1DKG3345C3S5X,92.1 The Shore,FM,GN1JQJRSQ049QXR,1
GN1GRD32RV244TF,92.1 The Team,FM,GN9VCNM0JAWXJGB,1
GNF8DTPAQR3CKTS,92.1 The Team FM,FM,GNDM08XGAAHK9RG,1
GN7T5KERYXT6ZFX,92.1 The Ticket,FM,GN18M93GS6GAE7H,1
GNBJRTDX6N6GGEY,92.1 WROU,FM,GN4EFC3RF5RET6J,1
GN67WV6QRQWRSZG,92-1 WVTK,FM,GNFWG319PMRVAAA,1
GN98X1PSWPPCRJM,92.3 Bob FM,FM,GN8RDVS943H55Y0,1
GN0V2HBN629V3JS,92.3 The Hog,FM,GN00VDS2Z6SMAXV,1
GNF79G0AAE0860N,Jazbaa FM,FM,GN8M2XQSK5M3CYS,0
GNF79G0AAE0860N,Jazbaa FM,AM,GN8M2XQSK5M3CYS,0
GN33GPMZZDKGP0T,New Country 92.3,FM,GN36F0Z3G9XK5QD,1
GN7GCKNGAY1E5CE,92.3 KGON,FM,GN66NFQ9N66E6MX,0
GNFHAGKZ6GN65QR,92.3 KNRG Renegade Radio,FM,GN3QBN2HE09NC2F,1
GNDJBD02SBF1KSC,92.3 KYUS FM,FM,GN727MTENY2SAPX,1
GN8QGRMRP2602D8,92.3 THE FOX,AM,GN1F0FWZR183T5T,1
GN8QGRMRP2602D8,92.3 THE FOX,FM,GN1F0FWZR183T5T,1
GN37CNGAKD8ND19,92.5 Buzz Country,FM,GN3X8H6GGK7KKSV,1
GN4E5GD4DSS20MK,92.5FM Real Country 920AM / 1260AM / 1420AM,FM,GN8XBQSZQM35PP1,1
GN4E5GD4DSS20MK,92.5FM Real Country 920AM / 1260AM / 1420AM,AM,GN8XBQSZQM35PP1,1
GND1T2RWY7E5NF1,92.5 Maxima,FM,GN80X41Y1P8JHNK,1
GN9SJ2JBMEWY2NC,92.5 Nash Icon,FM,GN0Q7F2PQ9FGVBP,1
GNEBMQXE0WPWGB1,92.5 Nash Icon,FM,GN0AWZ2W9NRSZMQ,1
GN1VYGQJ1NW863D,92.5 The River,FM,GN89MV73Y9FX6Y3,1
GN3ASJT4TMWHJB1,92.5 The River,FM,GN41CERT3YCN7WJ,1
GND7XWSFW2S023W,92.5 The Wolf,FM,GNF3MYB9S41QEAF,1
GNBXKWPGHA96EYJ,92.5 WBKR,FM,GN2027X2P3ZDCJX,1
GNCKV1BX93TT39J,92.7 KISS-FM,FM,GNFE0HTT7Y5BM7A,1
GN76JHRAHZ3TSHW,92.7 KMSW,FM,GN5G06ETWCV2J3X,1
GN5810GFBB2F286,92.7 Qlite,FM,GN9V6Y8VJGZWM9D,1
GN7F7B2PX8QKZCB,92.7 REV The Revolution,FM,GNEKJ9FW06QVVW2,1
GN2AJ5CEPTHS81K,92.5 KISS-FM,FM,GN9ATKJNW8B57BR,1
GN7E7G6HJZAYT1F,92.5 KOMA,FM,GN902WAEBAQ2FS8,1
GNCE2KEQYJ4A430,92.5 Kootenai FM,AM,GNB3EESXQ95JPX2,1
GNCE2KEQYJ4A430,92.5 Kootenai FM,FM,GNB3EESXQ95JPX2,1
GN8EQ4BF671GE9Z,92.5 The Beat,FM,GNBKRAYEEB2RMF6,1
GN36X3DM0J5YRD7,92.5 The Bull,FM,GNE51GWMKKZSJ1A,1
GNDRA56GSBXN064,92-5 The Farm,FM,GN3FQFYZH02A9F2,1
GN7TMDKTMPWMZCB,92.5 WESC,FM,GNF9GMTBKNDM4MZ,1
GNF7N0534TY3RXN,92.5 WINC-FM,FM,GNBC6TNG7ARHR2T,1
GNAYNJNJZ4KTHTS,92-5 WPAP,FM,GN5QSZQ7EY3SKZF,1
GN28ZQ3SZN2EQKH,92-5 XTU,FM,GN48MY0CRZTS51V,1
GN8ZAQPRXWYKJX7,92.7 FM wpkg,FM,GNDGZJAVY11GZFC,1
GN7CZZECNW2G7GG,92.7 KTRX,FM,GNBMN95KR4RVSKT,1
GNDMKDDC79F2X98,92.7 SSI,FM,GN7P7XS2KJ78Z66,1
GN2SWCNXHF5AJ6H,92.7 The Beacon,FM,GN0J81G46V8ZHZ9,1
GN0KJ97TC81ZKDX,92.7 The Briar,FM,GNE9JTRRCZJQPHM,1
GN7JVVW233DBMKZ,92.7 The Bull,FM,GN37P1J16TMJ1T2,1
GNA7659H9CCN15V,92.7 The Touch,FM,GN1SRMZYD255RZX,1
GN9Z7N547W8PHHJ,92.7 The Van,FM,GN6ZZCN5T8GJWTC,1
GNBCKPPNHB7A2HT,92.7 The Voice,FM,GNDKHGG8P9JNCNY,1
GNB36C4017WF7P2,92.7 WEOW FM,FM,GN3PSEWTGVNYJYP,1
GN2SST6PM34F50D,92.7 WOBM,FM,GNAKM3Q9MX3BRQS,1
GN5J3DFYECT76DK,92.9 FM,FM,GN5XFFJT9BX8873,1
GNCG41CBCB58B77,92.9 FM WDUP,FM,GN0N5VDFHTDH17A,1
GN8FGBQ3HKA9E00,92.9 KAFF Country,FM,GNDA4EXCAFRAAAF,1
GN2MAFBHQG0M1G0,92.9 Kat FM,FM,GN8JFNYSTYTZFFP,1
GN32JR99ZYBGBCX,92.7 KTWA,FM,GNDTH53E3B2F2CT,1
GN8APJBT5K8A8FW,92.7 The Block,FM,GNDAVXKV9HHD4QW,1
GNFSRFVEDH5W1CY,92.7 The Eagle,FM,GN8Y4CW4PRBJ2MT,1
GNBBKVVYD3PMF6Y,92.7 The New Zoo,FM,GNCQQB89Y4NDGQ1,1
GN477BQ4RN3YJKW,92.7 the Wave,FM,GNAC1KTQYPEKHE7,1
GN13H8MGY9FSK5K,92.7 WQTK,FM,GN1Y7C75BTMVMG2,1
GNB42ED2HGZW9XX,92.9 & 95.9 Kiss FM,FM,GN7RP2YHYHRMVH9,1
GN7H35RC6W2H0EM,92.9 All American Country,FM,GNETGC01V7JK54B,1
GN9QJ1CKNNF9BJH,92-9 and 96-9 'EHM,FM,GNCJMCD08MHF0RE,1
GN4A8DCRP4JE6AJ,92.9 KISM,FM,GN1THQET4NV5Q1B,1
GN56FNA9B9V0G7M,92.9 KJEE,FM,GN74EZAG9G73KRZ,1
GNEX17BZFA1HCWQ,92.9 NIN,FM,GN32FCWQ4Q1E4TZ,1
GNBVEPZM75SF4GM,92.9 Peak FM,FM,GN5QJPVZEDXDG79,1
GN6GYFB475XA82Q,92-9 The X,FM,GN1P2ZV9X7R5ENM,1
GN4VGTJ6BPQT8YY,92.9 Tom FM,FM,GNDADMG591TQ5HT,1
GN138D8PP8EAD1M,92Cool,FM,GN0A3CKBDBJQJXH,1
GN30EWNHFKS7ES9,92 Moose,FM,GNDVTCA45NDADMD,1
GN4QQEM3MBBYSS1,92Q,FM,GNFG3FW6BTMJQN6,1
GN402RTBD9EDSF9,93.1FM WIBC,FM,GNC1AP56ZD9NDFA,1
GN34VK2C6SQH2FC,93.1 The Fan,FM,GN027NSFN3GCZY6,1
GN4J7ASFZ9SM2V6,93.1 The Mountain,FM,GN1Y2BJWNSVAEDX,1
GNEAZ5TGQ7DWG4Y,93.1 The Wolf,FM,GN4FE00PCH5RGCM,1
GN04GJBCGEY6VCP,93.3 Jack FM,FM,GN13D8E1G5GYJF6,1
GN65D7JCBWY9QAQ,93.3 KIOA,FM,GNDQJ25QSHAXW8C,1
GN15PKKAHPM1N0D,93.3 Nash Icon,FM,GN5S0B4Y50QB96V,1
GN4R2RNR0YJBRT7,93.3 The Beat,FM,GNED70VJTBVSFC5,1
GN9QDEEYJ00S8VA,93.3 The Vibe Tell City,FM,GN0XXDR8G5YKH01,1
GN9QDEEYJ00S8VA,93.3 The Vibe Tell City,AM,GN0XXDR8G5YKH01,1
GNAC1TVJ7NGCHV6,93.3 The Wolf,FM,GNAH2AF1MSHMRVS,1
GN1FWQ4GEW0D46R,93.3 The Wolf,FM,GN01724EKW7MK7E,1
GNCBB6GCD3S4XWN,92.7 The Drive,FM,GNDAZASX1V9DF35,1
GN7J6RAFXK2S1YV,92.7 The Tiger,FM,GN36KEC0J5KEXSH,1
GN8QT205P2F9QRJ,92.9 Jack FM,FM,GN50X37BY25VYF8,1
GN2J55CJCXXWMHN,92.9 KFSI,FM,GNDJ846DH5HT9PD,1
GN4GTM3BX4A9ZZE,92.9 The Big Dog,FM,GN49SSAZSEMNYGQ,1
GN9TX2XJWJT91ZQ,92.9 The Bull,FM,GN6ZRKDFR9YHRDF,1
GN6M7QKTFQY3FXK,92.9 The Edge,FM,GN5Z6SB2XGR5YSW,1
GN11FS82C1ERV3B,92-9 The Game,FM,GN1PEJ3X68G53SY,0
GN4SWS3ZKTMXTA8,929 The Point,FM,GNDBTH7F1YXZ9ZM,1
GNCQED79KYPSMVY,929 The Soul Mine,FM,GNCKE9B2E02WA6W,1
GND40N02ZD1KD2A,92.9 The Ticket,FM,GN1VRKTN95XZ0WF,1
GNF4TD4D05534Q3,92.9 ZZU,FM,GNB49D0BZ52BP1P,1
GN04YDKBSDFTWV7,92 KQRS,FM,GNDDBPQEQC9NC08,1
GN9HC67YFBQ565K,92/9 FM,FM,GNEQ32NN9RQCWXW,1
GNF8RYAM81ZN39C,C-Ville Country 92.7,FM,GNEG6D4QS6YC7V1,0
GN29TBWHKE1EH4T,i92-9,FM,GN2SQXJ9CG4KHEH,0
GN8S5Z80H214HXZ,Rock 92.5,FM,GN3STHF6CZRKGCK,0
GN04PGZS3TWQKAX,930 AM KMPT Patriot Radio,AM,GNFG3QFS3R4S60A,1
GN6QPA1QJ8W6DM6,930 AM The Answer,AM,GNBW5H418X1MYBD,1
GN72AYV0QDB437E,930 The Answer,FM,GNB4EB1AGM5S7DF,1
GN72AYV0QDB437E,930 The Answer,AM,GNB4EB1AGM5S7DF,1
GNCMAX5R0Z2S56J,930 WKY Deportes,AM,GN55GCCYCKS1V7A,1
GN4GXQJN4PYE2GM,93.1 AMOR,FM,GNC6J95YPWHWHQM,1
GN62BJZ3CDBGS4N,93.1 El Rey,FM,GN0SXCF46V2EGC6,1
GN0EY3KV3E8104K,93.1 Jamz,FM,GN0XM9DX97AVJG5,1
GN3C8D2YWZZNNSY,93.1 The Ticket,FM,GNAVFPKAYSTF16B,1
GN3C8D2YWZZNNSY,93.1 The Ticket,AM,GNAVFPKAYSTF16B,1
GN3M0S6ZJBPJVWC,93.1 WPOC,FM,GNB5MMBK7YWS7C9,1
GN3PRM0NBMJF1KV,93.1 WTJW-LP,FM,GNAANNMMWDA8MM1,1
GNDV8CXASFPS05A,93.1 WZAK,FM,GNBWEEMM75MH0CP,1
GN4JAHR92DAHXK9,93.2 WRLS,FM,GN6NPW06H97M486,1
GN114P4CWM72JJV,92-9 K-Fat,FM,GN20BTNBW08EDAQ,1
GNC8CWV20TD29RX,92.9 SHOOTER FM,FM,GNAXBGRE0TVE8C8,1
GN6EWVSJRZMBDWP,92.9 The Beat,FM,GN177P62SS2E1YD,1
GND2WPPZSEJ5YZ9,92.9 the Bull,FM,GNDQY5ZC74R611S,1
GN9YRHV7ZTJGXXW,92-9 The Lake,FM,GN4JPMBBNXPHSAK,1
GNF5JV7C756J9P5,92-9 The Wave,FM,GNDPQMF4P9TGPNJ,1
GN6YQSJVM443A75,92.9 WBPM,FM,GNENM4Y0KYX4SW6,1
GN5YWVQQJNK5A6Z,92 Gold,FM,GNCB42N1J6NXF54,1
GNEY0FVKB3K0C9B,92 Pro FM,FM,GND5Q6ABSPDK31N,1
GNEVBF1NFDJ4144,92Q Jams,FM,GNAJR4N8Z72J72E,1
GN276JM65KD6559,92 WICB,FM,GNAZ7BW8AYG95WC,1
GNA1HMPJHRNJ3CT,92 ZEW,FM,GN7B0KC8B77TBY3,1
GNC4VQYN3NYRZQK,93.1 Coast Country,FM,GNEJ2JA46ZTVSHW,1
GNA4K34T5YRP0GJ,93.1 Da Pā'ina,FM,GN98ARTEY3MR2SJ,1
GNCKPPVHRGEMSGN,93.1 Jack FM,FM,GN9TAH3M7WS5Z5D,1
GN6M6W3N7D840Z1,93.1 Katy Country,FM,GN37HJ65YP2DK7T,1
GNAV1B4TFVW2NJM,93.1 KISS-FM,FM,GNC4J4R3XS4G56P,1
GN1ANW7CWAQAHWD,93.1 PLAY-FM,AM,GN508BFAAK588BY,1
GN1ANW7CWAQAHWD,93.1 PLAY-FM,FM,GN508BFAAK588BY,1
GN9ENGX0D8ZTYGC,93.1 THE BEAT,FM,GNE6JNE7YYMQWBR,1
GN4DB6AETEHMYXG,93.1 The Party,FM,GN2AZHMKHS89XF5,1
GN4B2Z6MK4ZM788,93.1 The Wolf,FM,GN4DT1XFZY87DJ1,0
GNAVMYT9HAG5ENW,93.1 WDHR,FM,GN8DY63FS62NVCS,1
GN0YNCHCWYSJ3BX,93.3 FLZ,FM,GNA1WBVRTTPF3DY,1
GNDZS4VAQN60NBT,93.3 KRHV,FM,GNC6VW67QNJJ3ZF,1
GNEJFTGMW8ZA4QB,93.3 KZOZ,FM,GN595B83BEJXA09,1
GN6W9XFKPZ7D7EP,93.3 La Raza,FM,GNAYQMGAN7EPEB0,1
GNAFHABNWDA8WWT,"93-3 KGSR, Radio Austin",FM,GN1FJHHNNJG56XZ,1
GN73A7G8B4RGX2D,93.3 KOB-FM,FM,GNBM6DPTB3A5SJB,1
GN0A40WNJ399YJN,93.3 WMMR,FM,GNCXVETWDJWX5GH,1
GN6XBAYCJEZ1RF7,93.5 & 100.5 Max Country,FM,GN33PPHRXT27JWA,1
GN0Q851K0QHDZCM,93.5 & 99.7 Duke FM,FM,GNCNR5D47H52KQQ,1
GNEBYA4K75QDNTV,93.5 KDAY,FM,GN78ZD9GPFJ61EF,1
GN3CRQRNGCM9B59,93.5 KHY,FM,GNBAGT16FQJHERQ,1
GN56E50TKW6MVZM,93.5 KKMI,FM,GN33VZ09BJPVWXH,1
GNEG7JA27QTBMN9,93.5 Latino Mix,FM,GN5JRBERSJHASKM,1
GN0BHWB72YZV4V9,93.5 The Eagle,FM,GN414NMV94NKS1Z,1
GN1HZ478RV5CK52,93.5 The Legend,FM,GN1FAQ52J7W7ER2,1
GN3XW88ZT7TFT5V,93.5 The Mix,FM,GNBFGY2FCP3ZZZV,0
GN2DY7T903T12RZ,93.5 Vibe FM,FM,GN9H5CQTQ3TH4QH,1
GN3HFV5CM5YM0Q9,93.7 El Patrón,AM,GNC4J3CWDS93MP1,1
GN3HFV5CM5YM0Q9,93.7 El Patrón,FM,GNC4J3CWDS93MP1,1
GNFKV9Q5NQ7DGTN,93.7 KAFC,FM,GN5Q0CJRP1GEXAS,1
GN5HM64AH4190M7,93-7 KAZY,FM,GN62TSHQARPMG10,1
GNEJSWCK6GKS5MT,93.7 KCLB,FM,GN2ZX26VVAXBXY4,1
GN3RQZ310JZ1CBN,93.7 KLBJ,FM,GN4H0XYGJ6R89QA,1
GNDEE9H8J0TD6GB,93.7 KRQ,FM,GN7QC2XYWVNAK4E,1
GN3N7WJAPAXW2GX,93.7 The Bus,FM,GN260M199SH9YQH,1
GN0Z8CFFTA8ASAS,93.7 The Dawg,FM,GNDJJ1DGFGV1EFA,1
GNETXFZVK7CZ329,93.7 The Eagle,FM,GNEMTYDP8PV1BHY,1
GNCPYFK6A6GFVVM,93.7 WDJC,FM,GN4J3HN6EPJMHD8,1
GN4YCJFPZJ5W49Y,93.7 WGYL,FM,GN8FH2Z1JK94NH7,1
GND2J4J9GGFN2HS,93.7 WSTW,FM,GN1W8M6ZSC9M0C0,1
GN28Z3RA976C1DQ,93.3 The Bus,FM,GN3AQHJZDY2444G,1
GNDN4PYXGGGSHQ5,93.3 The Drive,FM,GN143K7VAK7C9AB,1
GND0XHD17WZC8NJ,93.3 The Eagle,FM,GN4Y6DSP9YBJSGQ,1
GN4WSZXW1TTVS21,93.3 The Joe - WPUM,FM,GN0N51X349BDXX9,1
GN9YYD15K5GRMVZ,93.3 The Planet Rocks,FM,GNBEF1HR4H580GN,1
GN1B331WKG6ENK0,93.3 WOPW,FM,GN5E502D2HHF5QN,1
GNBYF7XY3BH0NPC,93.5 & 99.7 Duke FM,FM,GN8ZAT7KWRSMHC3,1
GN058108PHW3HY8,93.5 KDAY,FM,GN0PQB9Y6F5SS30,1
GN7VYH5XN9BB9W5,93.5 Rocks,FM,GN2E8KSKGH8GPCQ,1
GN3N020ZZZ88C0F,93.5 SBG,FM,GNFVF17XRH8W3MB,1
GN2Y75B6B6CFDJB,93.5 The Beach,FM,GN4SAQ7390FCPZ2,1
GN2BYV9EEX4BE8F,93.5 The Coyote,FM,GNDM2A44VVR8WG2,1
GN0T2TPZYRMQ3EM,93.5 The Curve,FM,GNC66NEY83BZ8ZD,1
GN1ME31CCXBW3PY,93.5 The Goose,FM,GN6ZG6DMNSNZ2CJ,1
GNEV69Z2GYT93M6,93.5 The Hawk,FM,GN6QP1J8ZA2813Y,1
GN7NDYMWDSV7JPD,93.7 KHF,FM,GN0EDQ315MS3N59,1
GNA43R89RSS8TBE,93.7 Kiss Country,FM,GNA6FK3CYY8C1T7,1
GN7NZKRBZZ6QKY3,93.7 The Fountain,FM,GN5PH9P85466AB2,1
GNEHHNNGW9SY9BG,93.7 The Mountain,FM,GN822AM0YB0DKBM,1
GNCFEV6Y6QMWEG0,"93-7, The New Super Q",FM,GN0S07810015VDD,1
GN1XWCA30TTPH6M,93.7 The Outlaw,FM,GNEP2TSP96KF5MP,1
GNAF58BAMP0GA8H,93.1 The River,FM,GNAFRD9WRE87T6D,0
GN8S38PC7QK0PFQ,93.5 FM Marfa Public Radio,FM,GN99J580R5Z47FQ,1
GN99QKB4NCWT0SB,Real 93.1,FM,GN8ZQX7N3V0NYEZ,0
GNC285JCZFKVKVX,The FBY,FM,GN3KAF7SGCKECDJ,0
GN64TK8T0X20XXY,WCVE Music,FM,GN5691J01NWF1PQ,0
GN7T8MS8MVRGM60,93.7 The Rock,AM,GN55SSZAAADG0H9,1
GN7T8MS8MVRGM60,93.7 The Rock,FM,GN55SSZAAADG0H9,1
GN7VNNAK5F6K8W1,93.7 The Ticket,FM,GN45PGJCGB0G7Z0,1
GNFZ6KA9FJ611TP,93.7 The Wolf,FM,GN2092FP88F8NY0,1
GN865Q6V9Q78SWA,93.9 The Mix,FM,GN4403TD6T368DT,1
GNCNBC1KFBHVVH7,93-9 The Mountain,FM,GN2ZN2A917HEH8J,1
GNE6CF6WPMYWQPV,93.3 WFLS,FM,GNBBRXC03W97ZZV,1
GN41QVV920B3QHF,93.3 WHJG,FM,GNB8559XT40R7R1,1
GN6C1EDT9PRT8N7,93.5 Duke FM,FM,GNDNPJ6JXW8KEGV,1
GN2ZKED2EJ5D1NX,93.5 FM K-Hits,FM,GN6G5VQ0A0ZQDWG,1
GNCC9S8P4DX6HQK,93-5 WAXM,FM,GN3XXJS6P9GZKTQ,1
GNBSH3VXKRQF2FY,93.5 WJFT LP,FM,GN4VG21D249E27D,1
GN01KQD9HCTTG2N,93.5 WRQN,FM,GNDNXJBAAKDPMA7,1
GNFG29434MRRE6D,93.7 & 106.3 The Dude,FM,GN71P6N438PDYAY,1
GN2MG8CWDZ22MH0,93-7 Bob FM,FM,GNCMTK058Q2PQ2M,1
GNFFP8KPG98PX03,93-7 Hit Music NOW,FM,GNB8BMJJF5HHS3Y,1
GNBRJ0K2KW9J761,93.7 Jack FM,FM,GNCWAVK8NNECP32,1
GN7NGXDQFAM40DF,93-7 MY FM,FM,GNDQRVSHN5WQR1R,1
GN0AR4HKMFSC5VB,93.7 Nash Icon,FM,GN9G601TRECYG4R,1
GN09AJ821CSJH2F,93.7 THE BEAT,FM,GNBR64NVA50VANX,1
GN468HYV5PH8970,93.7 The Bull,FM,GNEZAQDM2R251SE,1
GNEXQGH382P9YJR,93.7 The Ticket,FM,GNFATT40WS5K891,1
GNEP9HFPHS5NJEC,93.9 Carolina Country,FM,GNA2GN3XEC2QYCB,1
GNCTFSDS77AM3HN,93.9 Kiss FM,FM,GN9T4XJSEEGPCBT,1
GN1QGZ5Z23TFP6K,93.9 KPDQ-FM,FM,GNA1WDPSD84V679,1
GN9X0PZYA9W1MP8,93-9 The Lake,FM,GNFZVGJWVNZH49J,1
GN73Q26V5DTHB4Q,93BNV,FM,GND4ZF24HWN6HM4,1
GNBXAP9RDXJJWDY,93KZLE,FM,GNA44MT6S0BZHHQ,1
GN9PK2SS4CQJX22,94-1 JJO,FM,GN450QVJ56CHVER,1
GNCQRKW8VXJ77F1,94.1 The Beach,AM,GNENRQMW6DQT39C,1
GNCQRKW8VXJ77F1,94.1 The Beach,FM,GNENRQMW6DQT39C,1
GNDJKWNBQ3RKPKX,94.1 The Beat,FM,GN3DASXBR1NKNKF,1
GN1W2FKAP6NE9RA,93.9 KOYN,FM,GNATNCNFWD7TX7V,1
GN60FDWAH5F3PZK,93.9 KSOU,FM,GN7M9N62DSYDNFX,1
GN6FPN728CV2SK1,93.9 Lite FM,FM,GNBM000D3F9XGA7,1
GNCZ2D8SRDWBAFV,93.9 MIA,FM,GN1ABARRGTEZD0J,1
GNBEVYH7VYNX89F,93.9 The Beat,FM,GN0SY7C4Z5R9NRX,1
GNF2P3R0PM6YAQX,93.9 The Country Moose,FM,GNBNH4T2DP5TBXQ,1
GNEC2KR8YY44NXK,93.9 The Hippo,FM,GNAQ4273QFC69P6,1
GN29SX2GT0K6JEE,93.9 The River,FM,GN5NWTV1G5QQQF6,1
GN0AQRV0WC451NG,93.9 The River,FM,GN5RDVXKGME2HSH,1
GN4MDX34ZA3KHY0,93.9 The Ville,FM,GN5P7S2GTG4H9GT,1
GNC9YWX0WCGWX55,93.9 The Wolf,FM,GN72MK8XHJXGVQE,1
GN07T9KPRKTZQBF,93BLX,FM,GNCHKQPGGJTXBN8,1
GN5HX7Z7G7WZ7BV,93 Rock,FM,GN7C5GPZQFYTF8T,1
GNF3ZX4ZJXJ0R8Q,93X,FM,GNB07PYV8V6ZYW6,1
GNE6N4B76GYMH73,94.1 Kix Country,FM,GN3XG7J0BQG9HYG,1
GN6D7FE9ZZHA1E0,94.1 KODJ,FM,GN9YPD0RQG3SW4J,1
GNCZ91MQY43Z29Q,94.1 KRNA,FM,GN4ZRM1K7NXSB56,1
GN98T84PGTY00HV,94.1 K-SKY,FM,GN1BT7T5V6E7558,1
GN90AXZA1REMSG5,94.1 KXLP,FM,GNFXNAP3E0XZ3HB,1
GNDFDB3HH5N426F,94.1 KXOJ,FM,GNC6N5CJ8E41STF,1
